Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 10,10,0.9514,0.0181,0.9514,wav2vec2,EmoDB,clean
Layer 11,11,0.9477,0.0152,0.9476,wav2vec2,EmoDB,clean
Layer 12,12,0.9458,0.007,0.9454,wav2vec2,EmoDB,clean
Layer 13,13,0.9252,0.0084,0.9253,wav2vec2,EmoDB,clean
Layer 14,14,0.9047,0.0161,0.9044,wav2vec2,EmoDB,clean
Layer 15,15,0.9065,0.0213,0.9062,wav2vec2,EmoDB,clean
Layer 16,16,0.9084,0.0247,0.9076,wav2vec2,EmoDB,clean
Layer 17,17,0.8953,0.0286,0.8944,wav2vec2,EmoDB,clean
Layer 18,18,0.9178,0.028,0.9168,wav2vec2,EmoDB,clean
Layer 19,19,0.8766,0.0336,0.8753,wav2vec2,EmoDB,clean
Layer 20,20,0.8636,0.0449,0.8618,wav2vec2,EmoDB,clean
Layer 21,21,0.8019,0.0286,0.7994,wav2vec2,EmoDB,clean
Layer 22,22,0.7757,0.0156,0.7708,wav2vec2,EmoDB,clean
Layer 23,23,0.7084,0.0533,0.7012,wav2vec2,EmoDB,clean
Layer 24,24,0.585,0.0226,0.5753,wav2vec2,EmoDB,clean
CNN,0,0.5589,0.0436,0.5572,wav2vec2,EmoDB,0
Layer 1,1,0.6374,0.0482,0.6364,wav2vec2,EmoDB,0
Layer 2,2,0.6766,0.0255,0.6701,wav2vec2,EmoDB,0
Layer 3,3,0.7121,0.0298,0.705,wav2vec2,EmoDB,0
Layer 4,4,0.7364,0.026,0.7327,wav2vec2,EmoDB,0
Layer 5,5,0.7645,0.0298,0.7609,wav2vec2,EmoDB,0
Layer 6,6,0.7738,0.0517,0.7703,wav2vec2,EmoDB,0
Layer 7,7,0.7607,0.0327,0.7552,wav2vec2,EmoDB,0
Layer 8,8,0.8,0.0441,0.795,wav2vec2,EmoDB,0
Layer 9,9,0.7589,0.0485,0.7545,wav2vec2,EmoDB,0
Layer 10,10,0.7664,0.0535,0.7615,wav2vec2,EmoDB,0
Layer 11,11,0.7645,0.0499,0.7584,wav2vec2,EmoDB,0
Layer 12,12,0.7178,0.0347,0.7127,wav2vec2,EmoDB,0
Layer 13,13,0.6953,0.0381,0.6888,wav2vec2,EmoDB,0
Layer 14,14,0.6729,0.0469,0.6649,wav2vec2,EmoDB,0
Layer 15,15,0.6804,0.0352,0.6743,wav2vec2,EmoDB,0
Layer 16,16,0.6822,0.0296,0.6725,wav2vec2,EmoDB,0
Layer 17,17,0.6935,0.0216,0.6857,wav2vec2,EmoDB,0
Layer 18,18,0.686,0.0226,0.6734,wav2vec2,EmoDB,0
Layer 19,19,0.6579,0.0248,0.6505,wav2vec2,EmoDB,0
Layer 20,20,0.6131,0.0348,0.6068,wav2vec2,EmoDB,0
Layer 21,21,0.5589,0.0171,0.5523,wav2vec2,EmoDB,0
Layer 22,22,0.5252,0.0513,0.5192,wav2vec2,EmoDB,0
Layer 23,23,0.4879,0.0436,0.4786,wav2vec2,EmoDB,0
Layer 24,24,0.443,0.0358,0.4319,wav2vec2,EmoDB,0
CNN,0,0.7121,0.0459,0.7073,wav2vec2,EmoDB,10
Layer 1,1,0.785,0.0244,0.7849,wav2vec2,EmoDB,10
Layer 2,2,0.8131,0.0177,0.8107,wav2vec2,EmoDB,10
Layer 3,3,0.8374,0.0226,0.8346,wav2vec2,EmoDB,10
Layer 4,4,0.8841,0.0192,0.8827,wav2vec2,EmoDB,10
Layer 5,5,0.8935,0.0255,0.8926,wav2vec2,EmoDB,10
Layer 6,6,0.9103,0.0152,0.9096,wav2vec2,EmoDB,10
Layer 7,7,0.9065,0.0102,0.9053,wav2vec2,EmoDB,10
Layer 8,8,0.9084,0.015,0.9067,wav2vec2,EmoDB,10
Layer 9,9,0.9009,0.0348,0.8997,wav2vec2,EmoDB,10
Layer 10,10,0.8991,0.0247,0.8976,wav2vec2,EmoDB,10
Layer 11,11,0.8822,0.0293,0.8795,wav2vec2,EmoDB,10
Layer 12,12,0.8879,0.0364,0.8851,wav2vec2,EmoDB,10
Layer 13,13,0.8523,0.0247,0.8479,wav2vec2,EmoDB,10
Layer 14,14,0.8393,0.0247,0.8346,wav2vec2,EmoDB,10
Layer 15,15,0.8523,0.0361,0.8472,wav2vec2,EmoDB,10
Layer 16,16,0.8112,0.0273,0.8068,wav2vec2,EmoDB,10
Layer 17,17,0.7981,0.0268,0.7939,wav2vec2,EmoDB,10
Layer 18,18,0.8168,0.0381,0.8128,wav2vec2,EmoDB,10
Layer 19,19,0.7907,0.0268,0.788,wav2vec2,EmoDB,10
Layer 20,20,0.7421,0.0348,0.7353,wav2vec2,EmoDB,10
Layer 21,21,0.7103,0.035,0.706,wav2vec2,EmoDB,10
Layer 22,22,0.6636,0.0469,0.6577,wav2vec2,EmoDB,10
Layer 23,23,0.5981,0.0588,0.5906,wav2vec2,EmoDB,10
Layer 24,24,0.4822,0.0412,0.4722,wav2vec2,EmoDB,10
CNN,0,0.7738,0.0326,0.7714,wav2vec2,EmoDB,20
Layer 1,1,0.8636,0.0241,0.8635,wav2vec2,EmoDB,20
Layer 2,2,0.8935,0.0192,0.8914,wav2vec2,EmoDB,20
Layer 3,3,0.9196,0.0192,0.9185,wav2vec2,EmoDB,20
Layer 4,4,0.9308,0.0095,0.9301,wav2vec2,EmoDB,20
Layer 5,5,0.9327,0.0181,0.9322,wav2vec2,EmoDB,20
Layer 6,6,0.9402,0.0192,0.9401,wav2vec2,EmoDB,20
Layer 7,7,0.9402,0.0226,0.9398,wav2vec2,EmoDB,20
Layer 8,8,0.9458,0.0037,0.9454,wav2vec2,EmoDB,20
Layer 9,9,0.9308,0.0192,0.9299,wav2vec2,EmoDB,20
Layer 10,10,0.9383,0.0241,0.9377,wav2vec2,EmoDB,20
Layer 11,11,0.9327,0.0298,0.9315,wav2vec2,EmoDB,20
Layer 12,12,0.8935,0.0255,0.8911,wav2vec2,EmoDB,20
Layer 13,13,0.8991,0.0273,0.8978,wav2vec2,EmoDB,20
Layer 14,14,0.8991,0.0232,0.8958,wav2vec2,EmoDB,20
Layer 15,15,0.8879,0.0177,0.8855,wav2vec2,EmoDB,20
Layer 16,16,0.8804,0.0216,0.878,wav2vec2,EmoDB,20
Layer 17,17,0.871,0.0298,0.8675,wav2vec2,EmoDB,20
Layer 18,18,0.8523,0.0273,0.8483,wav2vec2,EmoDB,20
Layer 19,19,0.8243,0.0496,0.8215,wav2vec2,EmoDB,20
Layer 20,20,0.8318,0.0378,0.827,wav2vec2,EmoDB,20
Layer 21,21,0.7589,0.0403,0.756,wav2vec2,EmoDB,20
Layer 22,22,0.7178,0.0161,0.7161,wav2vec2,EmoDB,20
Layer 23,23,0.6542,0.0307,0.6494,wav2vec2,EmoDB,20
Layer 24,24,0.5252,0.0352,0.5162,wav2vec2,EmoDB,20
CNN,0,0.6393,0.0348,0.6366,wav2vec2,EmoDB,5
Layer 1,1,0.7084,0.038,0.7069,wav2vec2,EmoDB,5
Layer 2,2,0.7327,0.0281,0.73,wav2vec2,EmoDB,5
Layer 3,3,0.7682,0.0191,0.765,wav2vec2,EmoDB,5
Layer 4,4,0.8374,0.0316,0.8328,wav2vec2,EmoDB,5
Layer 5,5,0.8262,0.0226,0.8241,wav2vec2,EmoDB,5
Layer 6,6,0.8598,0.0221,0.8591,wav2vec2,EmoDB,5
Layer 7,7,0.8822,0.0163,0.8804,wav2vec2,EmoDB,5
Layer 8,8,0.8561,0.0348,0.8549,wav2vec2,EmoDB,5
Layer 9,9,0.8486,0.0411,0.8457,wav2vec2,EmoDB,5
Layer 10,10,0.8449,0.0381,0.8416,wav2vec2,EmoDB,5
Layer 11,11,0.8579,0.0216,0.8543,wav2vec2,EmoDB,5
Layer 12,12,0.8206,0.0326,0.8164,wav2vec2,EmoDB,5
Layer 13,13,0.8037,0.0132,0.7986,wav2vec2,EmoDB,5
Layer 14,14,0.7907,0.0241,0.7845,wav2vec2,EmoDB,5
Layer 15,15,0.8,0.0095,0.7941,wav2vec2,EmoDB,5
Layer 16,16,0.7682,0.0191,0.7611,wav2vec2,EmoDB,5
Layer 17,17,0.7645,0.0309,0.7572,wav2vec2,EmoDB,5
Layer 18,18,0.7664,0.029,0.7595,wav2vec2,EmoDB,5
Layer 19,19,0.7234,0.0268,0.7182,wav2vec2,EmoDB,5
Layer 20,20,0.6953,0.0268,0.6887,wav2vec2,EmoDB,5
Layer 21,21,0.6486,0.0327,0.6418,wav2vec2,EmoDB,5
Layer 22,22,0.6131,0.0262,0.6048,wav2vec2,EmoDB,5
Layer 23,23,0.5383,0.066,0.5359,wav2vec2,EmoDB,5
Layer 24,24,0.4505,0.0304,0.4414,wav2vec2,EmoDB,5
CNN,0,0.639,0.0163,0.6388,wav2vec2,IEMOCAP,clean
Layer 1,1,0.6342,0.0114,0.6342,wav2vec2,IEMOCAP,clean
Layer 2,2,0.6306,0.0185,0.6305,wav2vec2,IEMOCAP,clean
Layer 3,3,0.6278,0.0076,0.6278,wav2vec2,IEMOCAP,clean
Layer 4,4,0.6368,0.0101,0.6366,wav2vec2,IEMOCAP,clean
Layer 5,5,0.6313,0.0208,0.631,wav2vec2,IEMOCAP,clean
Layer 6,6,0.6385,0.0119,0.6381,wav2vec2,IEMOCAP,clean
Layer 7,7,0.6218,0.0109,0.6214,wav2vec2,IEMOCAP,clean
Layer 8,8,0.6408,0.0109,0.6405,wav2vec2,IEMOCAP,clean
Layer 9,9,0.6381,0.0177,0.638,wav2vec2,IEMOCAP,clean
Layer 10,10,0.6278,0.0116,0.6275,wav2vec2,IEMOCAP,clean
Layer 11,11,0.6211,0.013,0.6208,wav2vec2,IEMOCAP,clean
Layer 12,12,0.6179,0.0095,0.6174,wav2vec2,IEMOCAP,clean
Layer 13,13,0.6103,0.011,0.6099,wav2vec2,IEMOCAP,clean
Layer 14,14,0.6044,0.007,0.6043,wav2vec2,IEMOCAP,clean
Layer 15,15,0.6152,0.0159,0.6148,wav2vec2,IEMOCAP,clean
Layer 16,16,0.6095,0.0191,0.6094,wav2vec2,IEMOCAP,clean
Layer 17,17,0.6101,0.0155,0.6099,wav2vec2,IEMOCAP,clean
Layer 18,18,0.6134,0.0184,0.6134,wav2vec2,IEMOCAP,clean
Layer 19,19,0.6156,0.0191,0.6154,wav2vec2,IEMOCAP,clean
Layer 20,20,0.6011,0.0132,0.6008,wav2vec2,IEMOCAP,clean
Layer 21,21,0.6011,0.0142,0.6006,wav2vec2,IEMOCAP,clean
Layer 22,22,0.5795,0.0166,0.5788,wav2vec2,IEMOCAP,clean
Layer 23,23,0.5487,0.0125,0.5482,wav2vec2,IEMOCAP,clean
Layer 24,24,0.4991,0.0143,0.4982,wav2vec2,IEMOCAP,clean
CNN,0,0.4692,0.0122,0.4692,wav2vec2,IEMOCAP,0
Layer 1,1,0.4647,0.0124,0.464,wav2vec2,IEMOCAP,0
Layer 2,2,0.4615,0.0182,0.4612,wav2vec2,IEMOCAP,0
Layer 3,3,0.4826,0.0131,0.4825,wav2vec2,IEMOCAP,0
Layer 4,4,0.4729,0.0144,0.4723,wav2vec2,IEMOCAP,0
Layer 5,5,0.4712,0.0182,0.4708,wav2vec2,IEMOCAP,0
Layer 6,6,0.481,0.012,0.4804,wav2vec2,IEMOCAP,0
Layer 7,7,0.4912,0.0203,0.4908,wav2vec2,IEMOCAP,0
Layer 8,8,0.489,0.0053,0.4883,wav2vec2,IEMOCAP,0
Layer 9,9,0.48,0.0113,0.4795,wav2vec2,IEMOCAP,0
Layer 10,10,0.4947,0.0137,0.4943,wav2vec2,IEMOCAP,0
Layer 11,11,0.4949,0.0191,0.4944,wav2vec2,IEMOCAP,0
Layer 12,12,0.4806,0.0151,0.4802,wav2vec2,IEMOCAP,0
Layer 13,13,0.4749,0.0164,0.4741,wav2vec2,IEMOCAP,0
Layer 14,14,0.4705,0.0111,0.4699,wav2vec2,IEMOCAP,0
Layer 15,15,0.4676,0.019,0.4672,wav2vec2,IEMOCAP,0
Layer 16,16,0.4614,0.0144,0.4609,wav2vec2,IEMOCAP,0
Layer 17,17,0.4665,0.0165,0.4655,wav2vec2,IEMOCAP,0
Layer 18,18,0.4634,0.0195,0.4629,wav2vec2,IEMOCAP,0
Layer 19,19,0.454,0.0166,0.4536,wav2vec2,IEMOCAP,0
Layer 20,20,0.4471,0.0038,0.4466,wav2vec2,IEMOCAP,0
Layer 21,21,0.4386,0.0145,0.4383,wav2vec2,IEMOCAP,0
Layer 22,22,0.4275,0.0138,0.4273,wav2vec2,IEMOCAP,0
Layer 23,23,0.3993,0.0068,0.3993,wav2vec2,IEMOCAP,0
Layer 24,24,0.3663,0.0125,0.3662,wav2vec2,IEMOCAP,0
CNN,0,0.5315,0.012,0.531,wav2vec2,IEMOCAP,10
Layer 1,1,0.5156,0.0059,0.5151,wav2vec2,IEMOCAP,10
Layer 2,2,0.5212,0.0177,0.5208,wav2vec2,IEMOCAP,10
Layer 3,3,0.5342,0.0064,0.534,wav2vec2,IEMOCAP,10
Layer 4,4,0.5456,0.0132,0.5452,wav2vec2,IEMOCAP,10
Layer 5,5,0.5374,0.0142,0.5373,wav2vec2,IEMOCAP,10
Layer 6,6,0.5423,0.0134,0.5419,wav2vec2,IEMOCAP,10
Layer 7,7,0.5485,0.0216,0.5481,wav2vec2,IEMOCAP,10
Layer 8,8,0.5383,0.0113,0.5378,wav2vec2,IEMOCAP,10
Layer 9,9,0.5518,0.0156,0.551,wav2vec2,IEMOCAP,10
Layer 10,10,0.5522,0.013,0.5518,wav2vec2,IEMOCAP,10
Layer 11,11,0.565,0.0122,0.5644,wav2vec2,IEMOCAP,10
Layer 12,12,0.5498,0.02,0.5494,wav2vec2,IEMOCAP,10
Layer 13,13,0.5419,0.0114,0.5411,wav2vec2,IEMOCAP,10
Layer 14,14,0.5407,0.0223,0.5398,wav2vec2,IEMOCAP,10
Layer 15,15,0.5335,0.0139,0.5332,wav2vec2,IEMOCAP,10
Layer 16,16,0.5315,0.0144,0.5307,wav2vec2,IEMOCAP,10
Layer 17,17,0.5264,0.0082,0.5256,wav2vec2,IEMOCAP,10
Layer 18,18,0.5361,0.0173,0.5353,wav2vec2,IEMOCAP,10
Layer 19,19,0.5332,0.0102,0.5328,wav2vec2,IEMOCAP,10
Layer 20,20,0.5262,0.0109,0.5259,wav2vec2,IEMOCAP,10
Layer 21,21,0.5222,0.0119,0.5216,wav2vec2,IEMOCAP,10
Layer 22,22,0.5013,0.0059,0.5006,wav2vec2,IEMOCAP,10
Layer 23,23,0.4676,0.0041,0.467,wav2vec2,IEMOCAP,10
Layer 24,24,0.4198,0.0084,0.4193,wav2vec2,IEMOCAP,10
CNN,0,0.5656,0.0198,0.5655,wav2vec2,IEMOCAP,20
Layer 1,1,0.554,0.0101,0.5539,wav2vec2,IEMOCAP,20
Layer 2,2,0.5573,0.0158,0.5571,wav2vec2,IEMOCAP,20
Layer 3,3,0.5709,0.012,0.5709,wav2vec2,IEMOCAP,20
Layer 4,4,0.5711,0.0151,0.5706,wav2vec2,IEMOCAP,20
Layer 5,5,0.5778,0.0176,0.5774,wav2vec2,IEMOCAP,20
Layer 6,6,0.5722,0.0226,0.5716,wav2vec2,IEMOCAP,20
Layer 7,7,0.5773,0.0254,0.5767,wav2vec2,IEMOCAP,20
Layer 8,8,0.5877,0.0106,0.5874,wav2vec2,IEMOCAP,20
Layer 9,9,0.5855,0.0126,0.5855,wav2vec2,IEMOCAP,20
Layer 10,10,0.5923,0.0145,0.5921,wav2vec2,IEMOCAP,20
Layer 11,11,0.5912,0.0051,0.5906,wav2vec2,IEMOCAP,20
Layer 12,12,0.5886,0.0145,0.588,wav2vec2,IEMOCAP,20
Layer 13,13,0.5766,0.0145,0.5762,wav2vec2,IEMOCAP,20
Layer 14,14,0.5734,0.0097,0.5726,wav2vec2,IEMOCAP,20
Layer 15,15,0.5762,0.0144,0.5756,wav2vec2,IEMOCAP,20
Layer 16,16,0.5712,0.013,0.5711,wav2vec2,IEMOCAP,20
Layer 17,17,0.5764,0.005,0.576,wav2vec2,IEMOCAP,20
Layer 18,18,0.5751,0.0058,0.5747,wav2vec2,IEMOCAP,20
Layer 19,19,0.5846,0.0123,0.5843,wav2vec2,IEMOCAP,20
Layer 20,20,0.5632,0.016,0.5629,wav2vec2,IEMOCAP,20
Layer 21,21,0.5656,0.0086,0.5652,wav2vec2,IEMOCAP,20
Layer 22,22,0.5449,0.0053,0.5444,wav2vec2,IEMOCAP,20
Layer 23,23,0.5227,0.0094,0.5224,wav2vec2,IEMOCAP,20
Layer 24,24,0.4647,0.0114,0.4643,wav2vec2,IEMOCAP,20
CNN,0,0.4984,0.0108,0.4977,wav2vec2,IEMOCAP,5
Layer 1,1,0.4903,0.0136,0.4898,wav2vec2,IEMOCAP,5
Layer 2,2,0.5031,0.0058,0.5027,wav2vec2,IEMOCAP,5
Layer 3,3,0.5161,0.0111,0.5159,wav2vec2,IEMOCAP,5
Layer 4,4,0.507,0.0113,0.5064,wav2vec2,IEMOCAP,5
Layer 5,5,0.5097,0.0214,0.5096,wav2vec2,IEMOCAP,5
Layer 6,6,0.5128,0.0166,0.5121,wav2vec2,IEMOCAP,5
Layer 7,7,0.5172,0.0143,0.5166,wav2vec2,IEMOCAP,5
Layer 8,8,0.5258,0.0132,0.5254,wav2vec2,IEMOCAP,5
Layer 9,9,0.517,0.0126,0.5165,wav2vec2,IEMOCAP,5
Layer 10,10,0.5143,0.0064,0.5137,wav2vec2,IEMOCAP,5
Layer 11,11,0.5231,0.0127,0.5227,wav2vec2,IEMOCAP,5
Layer 12,12,0.5084,0.0211,0.5079,wav2vec2,IEMOCAP,5
Layer 13,13,0.5181,0.0169,0.5175,wav2vec2,IEMOCAP,5
