model,layer,layer_name,lambda,n_train,n_sentences,best_val_emo_acc_mean,best_val_emo_acc_std,final_train_sent_acc_mean,final_train_sent_acc_std,adv_suppression_mean,adv_suppression_std,emis_congruent_acc_mean,emis_congruent_acc_std,emis_incong_target_acc_mean,emis_incong_target_acc_std,emis_incong_proxy_acc_mean,emis_incong_proxy_acc_std,emis_incong_text_bias_mean,emis_incong_text_bias_std
Whisper,2,L2,0.1,312,26,0.3778,0.0525,0.0634,0.0278,0.9677,0.0162,0.5025,0.4322,0.3,0.1583,0.3419,0.3305,0.0419,0.4885
Whisper,2,L2,1.0,312,26,0.2667,0.0185,0.057,0.0256,0.9743,0.0149,0.4692,0.4013,0.1974,0.1255,0.3829,0.3721,0.1855,0.4971
Whisper,2,L2,10.0,312,26,0.2572,0.0063,0.057,0.0256,0.9743,0.0149,0.4,0.4899,0.2025,0.1602,0.3786,0.465,0.1761,0.625
Whisper,3,L3,0.0,312,26,0.4032,0.1165,0.0707,0.0083,0.9665,0.0086,0.2744,0.3447,0.3709,0.0638,0.1188,0.1494,-0.2521,0.1986
Whisper,3,L3,0.01,312,26,0.5397,0.0643,0.0876,0.0078,0.9489,0.0081,0.8128,0.1034,0.3479,0.1125,0.347,0.0984,-0.0009,0.2093
Whisper,3,L3,0.1,312,26,0.3016,0.0952,0.0707,0.0083,0.9665,0.0086,0.3231,0.414,0.2658,0.1329,0.2513,0.3873,-0.0145,0.5172
Whisper,3,L3,1.0,312,26,0.254,0.0,0.0707,0.0083,0.9665,0.0086,0.2,0.4,0.2666,0.1333,0.2,0.4,-0.0666,0.5333
Whisper,3,L3,10.0,312,26,0.254,0.0,0.0699,0.0041,0.9673,0.0043,0.2,0.4,0.2666,0.1333,0.2,0.4,-0.0666,0.5333
Whisper,4,L4,0.0,312,26,0.4381,0.14,0.0747,0.0097,0.9623,0.0101,0.6923,0.3616,0.2726,0.1182,0.3684,0.2648,0.0957,0.3707
Whisper,4,L4,0.01,312,26,0.4254,0.0233,0.0771,0.003,0.9598,0.0031,0.4282,0.3201,0.3684,0.129,0.1966,0.1746,-0.1718,0.3016
Whisper,4,L4,0.1,312,26,0.3143,0.0589,0.0819,0.0097,0.9548,0.0101,0.5487,0.4495,0.2385,0.1153,0.3915,0.3486,0.153,0.462
Whisper,4,L4,1.0,312,26,0.254,0.0,0.0731,0.0118,0.964,0.0122,0.2,0.4,0.2692,0.1347,0.2,0.4,-0.0692,0.5346
Whisper,4,L4,10.0,312,26,0.3079,0.0294,0.0562,0.0245,0.9752,0.0132,0.3205,0.2381,0.2906,0.0628,0.194,0.1918,-0.0966,0.2535
Whisper,5,L5,0.0,312,26,0.4445,0.1179,0.0723,0.0092,0.9648,0.0095,0.4769,0.397,0.359,0.125,0.2359,0.1974,-0.1231,0.2974
Whisper,5,L5,0.01,312,26,0.3587,0.0555,0.0715,0.0089,0.9656,0.0093,0.6256,0.3329,0.2479,0.068,0.3666,0.2153,0.1188,0.2778
Whisper,5,L5,0.1,312,26,0.2921,0.0607,0.0699,0.0075,0.9673,0.0078,0.5359,0.4512,0.194,0.1422,0.459,0.4395,0.265,0.5812
Whisper,5,L5,1.0,312,26,0.2572,0.0063,0.0699,0.0075,0.9673,0.0078,0.4,0.4899,0.2,0.1633,0.3966,0.4857,0.1966,0.649
Whisper,5,L5,10.0,312,26,0.2635,0.019,0.0562,0.025,0.9752,0.0142,0.3205,0.4122,0.2342,0.1329,0.3085,0.4046,0.0744,0.5374
Whisper,6,L6,0.0,312,26,0.3619,0.0938,0.0779,0.0121,0.959,0.0126,0.4949,0.4065,0.2837,0.0676,0.2769,0.2302,-0.0068,0.2838
Whisper,6,L6,0.01,312,26,0.3683,0.0654,0.0771,0.003,0.9598,0.0031,0.3923,0.3701,0.3316,0.0935,0.2256,0.2247,-0.106,0.3073
Whisper,6,L6,0.1,312,26,0.2857,0.0559,0.0739,0.007,0.9631,0.0073,0.0077,0.0154,0.3547,0.0449,0.0103,0.0205,-0.3444,0.0544
Whisper,6,L6,1.0,312,26,0.3048,0.063,0.0683,0.0076,0.969,0.0079,0.3077,0.4041,0.2752,0.1561,0.2513,0.3873,-0.0239,0.5368
Whisper,6,L6,10.0,312,26,0.254,0.0,0.0562,0.0243,0.9752,0.0127,0.2,0.4,0.2666,0.1333,0.2,0.4,-0.0666,0.5333
Whisper,7,L7,0.0,312,26,0.3365,0.0684,0.0602,0.0276,0.971,0.0172,0.3949,0.4837,0.3077,0.1836,0.3231,0.414,0.0154,0.59
Whisper,7,L7,0.01,312,26,0.3714,0.106,0.0618,0.0273,0.9694,0.0161,0.3487,0.3863,0.3342,0.0574,0.1778,0.2064,-0.1564,0.2497
Whisper,7,L7,0.1,312,26,0.3238,0.0607,0.0723,0.0092,0.9648,0.0095,0.2,0.4,0.3504,0.1433,0.1709,0.3419,-0.1795,0.4713
Whisper,7,L7,1.0,312,26,0.2572,0.0063,0.0659,0.0083,0.9715,0.0086,0.2,0.4,0.2632,0.1318,0.2,0.4,-0.0632,0.5317
Whisper,7,L7,10.0,312,26,0.2603,0.0127,0.0546,0.0242,0.9769,0.0134,0.3846,0.471,0.2136,0.1474,0.3538,0.4361,0.1402,0.5835
Whisper,8,L8,0.0,312,26,0.3492,0.0482,0.0787,0.002,0.9581,0.002,0.4077,0.3418,0.3248,0.1302,0.3205,0.2807,-0.0043,0.4098
Whisper,8,L8,0.01,312,26,0.3778,0.0496,0.0763,0.0036,0.9606,0.0037,0.2308,0.3575,0.3829,0.1184,0.1838,0.302,-0.1991,0.412
Whisper,8,L8,0.1,312,26,0.3175,0.0481,0.0731,0.003,0.964,0.0031,0.3103,0.4029,0.2974,0.1465,0.2624,0.375,-0.035,0.5175
Whisper,8,L8,1.0,312,26,0.2603,0.0127,0.0707,0.0041,0.9665,0.0043,0.0,0.0,0.3427,0.0188,0.0,0.0,-0.3427,0.0188
Whisper,8,L8,10.0,312,26,0.2762,0.0277,0.0715,0.0059,0.9657,0.0061,0.1846,0.3692,0.2863,0.1289,0.1863,0.3726,-0.1,0.501
Whisper,9,L9,0.0,312,26,0.2889,0.0324,0.0731,0.0064,0.964,0.0067,0.0692,0.1385,0.3461,0.0406,0.0573,0.1145,-0.2889,0.1453
Whisper,9,L9,0.01,312,26,0.3619,0.0747,0.0763,0.0062,0.9607,0.0065,0.2949,0.3486,0.3598,0.1055,0.1992,0.2386,-0.1607,0.3226
Whisper,9,L9,0.1,312,26,0.3302,0.0589,0.0763,0.0062,0.9607,0.0065,0.0513,0.1026,0.4188,0.0683,0.0325,0.065,-0.3863,0.0866
Whisper,9,L9,1.0,312,26,0.254,0.0,0.0699,0.0041,0.9673,0.0043,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,9,L9,10.0,312,26,0.2635,0.019,0.0747,0.0074,0.9623,0.0077,0.0,0.0,0.3487,0.0308,0.0,0.0,-0.3487,0.0308
Whisper,10,L10,0.0,312,26,0.3429,0.0934,0.0755,0.0059,0.9615,0.0061,0.0,0.0,0.4555,0.1146,0.0,0.0,-0.4555,0.1146
Whisper,10,L10,0.01,312,26,0.3143,0.0563,0.0755,0.0064,0.9615,0.0067,0.3718,0.4562,0.2658,0.1552,0.3188,0.3975,0.053,0.5498
Whisper,10,L10,0.1,312,26,0.3016,0.0348,0.0763,0.0044,0.9606,0.0046,0.3051,0.3969,0.2821,0.125,0.2462,0.3423,-0.0359,0.4633
Whisper,10,L10,1.0,312,26,0.2699,0.0201,0.0723,0.0036,0.9648,0.0038,0.1949,0.3898,0.2752,0.1317,0.188,0.3761,-0.0871,0.5074
Whisper,10,L10,10.0,312,26,0.2667,0.0155,0.0683,0.0067,0.969,0.007,0.4,0.4899,0.2128,0.1744,0.4,0.4899,0.1872,0.6638
Whisper,11,L11,0.0,312,26,0.381,0.0834,0.0747,0.006,0.9623,0.0062,0.5616,0.3421,0.2837,0.1233,0.4103,0.2947,0.1265,0.4029
Whisper,11,L11,0.01,312,26,0.3683,0.098,0.0819,0.0149,0.9548,0.0156,0.0103,0.0205,0.4402,0.0937,0.0017,0.0034,-0.4385,0.0933
Whisper,11,L11,0.1,312,26,0.3873,0.0997,0.0763,0.0062,0.9607,0.0065,0.0513,0.1026,0.4427,0.1031,0.0248,0.0496,-0.418,0.1384
Whisper,11,L11,1.0,312,26,0.2635,0.019,0.0723,0.0057,0.9648,0.0059,0.0,0.0,0.3521,0.0316,0.0,0.0,-0.3521,0.0316
Whisper,11,L11,10.0,312,26,0.2762,0.0277,0.0731,0.0059,0.964,0.0061,0.1974,0.3949,0.2837,0.1418,0.1889,0.3778,-0.0949,0.5165
Whisper,12,L12,0.0,312,26,0.3365,0.0442,0.0747,0.006,0.9623,0.0062,0.1872,0.3744,0.3402,0.1077,0.1444,0.2889,-0.1957,0.3922
Whisper,12,L12,0.01,312,26,0.4286,0.1019,0.0755,0.0106,0.9615,0.011,0.0,0.0,0.5034,0.0985,0.0,0.0,-0.5034,0.0985
Whisper,12,L12,0.1,312,26,0.3302,0.063,0.0739,0.006,0.9632,0.0062,0.1949,0.3351,0.3487,0.0708,0.1513,0.2677,-0.1974,0.3274
Whisper,12,L12,1.0,312,26,0.273,0.0308,0.0699,0.0041,0.9673,0.0043,0.2564,0.3498,0.2666,0.1043,0.2171,0.31,-0.0495,0.4136
Whisper,12,L12,10.0,312,26,0.254,0.0,0.0707,0.0048,0.9665,0.005,0.2,0.4,0.2666,0.1333,0.1974,0.3949,-0.0692,0.5282
Whisper,13,L13,0.0,312,26,0.4254,0.098,0.0755,0.0086,0.9615,0.0089,0.1077,0.1964,0.4461,0.0793,0.0154,0.0308,-0.4308,0.092
Whisper,13,L13,0.01,312,26,0.3365,0.058,0.0763,0.0044,0.9606,0.0046,0.5051,0.399,0.2521,0.1573,0.3598,0.4008,0.1077,0.5556
Whisper,13,L13,0.1,312,26,0.3714,0.0873,0.0755,0.003,0.9615,0.0031,0.3333,0.3824,0.347,0.1853,0.2376,0.3847,-0.1094,0.5631
Whisper,13,L13,1.0,312,26,0.3079,0.0409,0.0691,0.003,0.9682,0.0031,0.1744,0.3234,0.341,0.102,0.1402,0.2804,-0.2008,0.3761
Whisper,13,L13,10.0,312,26,0.2667,0.0185,0.0675,0.0069,0.9698,0.0072,0.3487,0.4219,0.2316,0.1342,0.3128,0.4025,0.0812,0.5367
Whisper,14,L14,0.0,312,26,0.3206,0.0485,0.0747,0.006,0.9623,0.0062,0.2179,0.3376,0.3213,0.102,0.1444,0.2825,-0.1769,0.3821
Whisper,14,L14,0.01,312,26,0.4,0.0597,0.0779,0.0032,0.959,0.0033,0.5231,0.3327,0.359,0.1852,0.3043,0.2887,-0.0547,0.4636
Whisper,14,L14,0.1,312,26,0.2794,0.0191,0.0731,0.0064,0.964,0.0067,0.0256,0.0513,0.3641,0.0315,0.0,0.0,-0.3641,0.0315
Whisper,14,L14,1.0,312,26,0.2667,0.0119,0.0755,0.0047,0.9615,0.0049,0.4564,0.4468,0.2034,0.1667,0.4299,0.4684,0.2265,0.6347
Whisper,14,L14,10.0,312,26,0.2699,0.0246,0.0707,0.0048,0.9665,0.005,0.1923,0.2817,0.3145,0.0861,0.1581,0.2483,-0.1564,0.3295
Whisper,15,L15,0.0,312,26,0.3683,0.0747,0.0779,0.002,0.959,0.002,0.6385,0.3358,0.2402,0.1967,0.4479,0.4085,0.2077,0.604
Whisper,15,L15,0.01,312,26,0.5111,0.1185,0.0803,0.0051,0.9565,0.0053,0.3128,0.322,0.4949,0.0947,0.0838,0.1214,-0.4111,0.1908
Whisper,15,L15,0.1,312,26,0.3555,0.0518,0.0771,0.003,0.9598,0.0031,0.2334,0.2084,0.4017,0.0371,0.0359,0.0534,-0.3658,0.075
Whisper,15,L15,1.0,312,26,0.2635,0.019,0.0723,0.0057,0.9648,0.0059,0.0,0.0,0.3495,0.0325,0.0,0.0,-0.3495,0.0325
Whisper,15,L15,10.0,312,26,0.273,0.0308,0.0707,0.0054,0.9665,0.0057,0.2026,0.3988,0.2726,0.1365,0.2009,0.3996,-0.0718,0.536
Whisper,16,L16,0.0,312,26,0.3968,0.1038,0.0803,0.0127,0.9565,0.0132,0.4461,0.3795,0.3342,0.1098,0.247,0.2756,-0.0872,0.3766
Whisper,16,L16,0.01,312,26,0.327,0.0707,0.0779,0.0143,0.959,0.0149,0.441,0.438,0.2726,0.1453,0.3179,0.3862,0.0453,0.525
Whisper,16,L16,0.1,312,26,0.346,0.0339,0.0763,0.0062,0.9607,0.0065,0.4769,0.2649,0.2889,0.1066,0.2641,0.2336,-0.0248,0.3297
Whisper,16,L16,1.0,312,26,0.2952,0.0356,0.0699,0.0041,0.9673,0.0043,0.3308,0.4196,0.2675,0.174,0.3085,0.4046,0.041,0.5747
Whisper,16,L16,10.0,312,26,0.2794,0.0433,0.0723,0.0072,0.9648,0.0075,0.4,0.4899,0.212,0.1747,0.4,0.4899,0.188,0.6634
Whisper,17,L17,0.0,312,26,0.3651,0.0531,0.0771,0.0109,0.9598,0.0113,0.1205,0.1307,0.4231,0.0804,0.0111,0.0142,-0.412,0.0888
Whisper,17,L17,0.01,312,26,0.3746,0.1378,0.0787,0.0094,0.9581,0.0097,0.0974,0.1949,0.4256,0.0876,0.012,0.0239,-0.4137,0.071
Whisper,17,L17,0.1,312,26,0.3302,0.0836,0.0739,0.0065,0.9632,0.0068,0.1769,0.3475,0.3427,0.1019,0.0991,0.1983,-0.2436,0.2909
Whisper,17,L17,1.0,312,26,0.3016,0.0471,0.0699,0.0041,0.9673,0.0043,0.2692,0.3892,0.3094,0.162,0.2154,0.3816,-0.094,0.5379
Whisper,17,L17,10.0,312,26,0.2635,0.019,0.0715,0.0059,0.9657,0.0061,0.4,0.4899,0.2094,0.1718,0.4,0.4899,0.1906,0.6611
Whisper,18,L18,0.0,312,26,0.3841,0.1194,0.0739,0.011,0.9632,0.0114,0.1256,0.2039,0.4308,0.1144,0.0145,0.029,-0.4162,0.122
Whisper,18,L18,0.01,312,26,0.3556,0.0929,0.0731,0.0053,0.964,0.0055,0.3513,0.3376,0.3265,0.0801,0.1718,0.2573,-0.1547,0.3217
Whisper,18,L18,0.1,312,26,0.3492,0.0797,0.0683,0.0084,0.969,0.0088,0.3897,0.3981,0.3196,0.1088,0.1983,0.2616,-0.1213,0.3578
Whisper,18,L18,1.0,312,26,0.3079,0.0564,0.0755,0.0059,0.9615,0.0061,0.0462,0.0923,0.3692,0.0525,0.0085,0.0171,-0.3607,0.0623
Whisper,18,L18,10.0,312,26,0.273,0.0254,0.0683,0.008,0.969,0.0083,0.2846,0.3934,0.2538,0.1336,0.265,0.3885,0.0111,0.5217
Whisper,19,L19,0.0,312,26,0.4381,0.0956,0.0827,0.011,0.9539,0.0114,0.3949,0.3337,0.4145,0.051,0.153,0.1449,-0.2616,0.1922
Whisper,19,L19,0.01,312,26,0.3746,0.0901,0.0755,0.0059,0.9615,0.0061,0.0718,0.1436,0.406,0.0655,0.0068,0.0137,-0.3992,0.0614
Whisper,19,L19,0.1,312,26,0.3365,0.0705,0.0723,0.0057,0.9648,0.0059,0.4154,0.4143,0.3077,0.1548,0.2889,0.3766,-0.0188,0.5234
Whisper,19,L19,1.0,312,26,0.2857,0.0414,0.0707,0.002,0.9665,0.0021,0.0538,0.1077,0.3419,0.0098,0.0103,0.0205,-0.3316,0.0207
Whisper,19,L19,10.0,312,26,0.2953,0.0678,0.0723,0.0057,0.9648,0.0059,0.3205,0.4122,0.2555,0.1382,0.2752,0.3906,0.0197,0.5281
Whisper,20,L20,0.0,312,26,0.346,0.1227,0.0803,0.0067,0.9565,0.007,0.6769,0.3757,0.2265,0.2452,0.5675,0.453,0.341,0.6873
Whisper,20,L20,0.01,312,26,0.4127,0.1387,0.0763,0.0036,0.9606,0.0037,0.3897,0.3936,0.3478,0.1723,0.2308,0.3699,-0.1171,0.5346
Whisper,20,L20,0.1,312,26,0.3524,0.0506,0.0763,0.0036,0.9606,0.0037,0.2051,0.3851,0.3573,0.153,0.1547,0.3094,-0.2026,0.4537
Whisper,20,L20,1.0,312,26,0.2603,0.0127,0.0731,0.0053,0.964,0.0055,0.2,0.4,0.2812,0.1434,0.2,0.4,-0.0812,0.5413
Whisper,20,L20,10.0,312,26,0.2857,0.0333,0.0667,0.0041,0.9707,0.0043,0.0,0.0,0.3607,0.0403,0.0,0.0,-0.3607,0.0403
Whisper,21,L21,0.0,312,26,0.346,0.0606,0.0755,0.0064,0.9615,0.0067,0.5231,0.3506,0.3017,0.1843,0.3692,0.3885,0.0675,0.5719
Whisper,21,L21,0.01,312,26,0.4,0.0991,0.0803,0.0067,0.9565,0.007,0.4769,0.4496,0.3231,0.2244,0.3641,0.4359,0.041,0.6586
Whisper,21,L21,0.1,312,26,0.3841,0.0824,0.0811,0.004,0.9556,0.0041,0.5385,0.4435,0.2564,0.1531,0.406,0.3751,0.1496,0.5237
Whisper,21,L21,1.0,312,26,0.3079,0.0591,0.0683,0.0025,0.969,0.0027,0.5256,0.4501,0.1966,0.169,0.4624,0.4309,0.2658,0.5978
Whisper,21,L21,10.0,312,26,0.2762,0.037,0.0667,0.009,0.9707,0.0094,0.2,0.4,0.2829,0.1429,0.2,0.4,-0.0829,0.5418
Whisper,22,L22,0.0,312,26,0.4571,0.1211,0.0803,0.0067,0.9565,0.007,0.9,0.0723,0.212,0.1321,0.6094,0.215,0.3974,0.3395
Whisper,22,L22,0.01,312,26,0.4159,0.0917,0.0763,0.0067,0.9606,0.007,0.5359,0.3312,0.3222,0.0912,0.2735,0.2152,-0.0487,0.2919
Whisper,22,L22,0.1,312,26,0.4318,0.0669,0.0771,0.003,0.9598,0.0031,0.4641,0.364,0.3419,0.0799,0.2539,0.2207,-0.088,0.2994
Whisper,22,L22,1.0,312,26,0.2921,0.0356,0.0723,0.0067,0.9648,0.007,0.2692,0.3693,0.3043,0.1186,0.2291,0.3241,-0.0752,0.4349
Whisper,22,L22,10.0,312,26,0.2572,0.0063,0.0554,0.0204,0.9777,0.0124,0.1846,0.3692,0.2666,0.1333,0.1991,0.3983,-0.0675,0.5316
Whisper,23,L23,0.0,312,26,0.4381,0.1812,0.0851,0.016,0.9515,0.0166,0.3897,0.3663,0.3316,0.0557,0.1752,0.2133,-0.1564,0.2549
Whisper,23,L23,0.01,312,26,0.6603,0.0294,0.086,0.0191,0.9506,0.0199,0.7564,0.1778,0.4043,0.0873,0.3009,0.1936,-0.1034,0.2807
Whisper,23,L23,0.1,312,26,0.473,0.126,0.0787,0.002,0.9581,0.002,0.7641,0.1332,0.2684,0.1273,0.4513,0.2212,0.1829,0.3457
Whisper,23,L23,1.0,312,26,0.2794,0.0356,0.0667,0.0041,0.9707,0.0043,0.2,0.4,0.2957,0.1505,0.1983,0.3966,-0.0974,0.5436
Whisper,23,L23,10.0,312,26,0.2984,0.0324,0.0691,0.003,0.9682,0.0031,0.059,0.118,0.3436,0.0249,0.0248,0.0496,-0.3188,0.0697
Whisper,24,L24,0.0,312,26,0.9461,0.0215,0.1149,0.0162,0.9206,0.0169,0.9898,0.0096,0.4171,0.0402,0.4197,0.057,0.0026,0.0948
Whisper,24,L24,0.01,312,26,0.9397,0.0339,0.1124,0.0144,0.923,0.0149,0.9744,0.0389,0.4427,0.05,0.3906,0.0882,-0.0521,0.1328
Whisper,24,L24,0.1,312,26,0.9429,0.0277,0.1076,0.0151,0.9281,0.0157,0.9872,0.0081,0.4495,0.066,0.4051,0.0818,-0.0445,0.1459
Whisper,24,L24,1.0,312,26,0.8317,0.0788,0.0819,0.0032,0.9548,0.0033,0.9359,0.0405,0.406,0.065,0.3376,0.0691,-0.0684,0.1334
Whisper,24,L24,10.0,312,26,0.3334,0.079,0.0731,0.0047,0.964,0.0049,0.6769,0.3657,0.1803,0.156,0.5402,0.4024,0.3598,0.5583
