model,layer,layer_name,lambda,n_train,n_sentences,best_val_emo_acc_mean,best_val_emo_acc_std,final_train_sent_acc_mean,final_train_sent_acc_std,adv_suppression_mean,adv_suppression_std,emis_congruent_acc_mean,emis_congruent_acc_std,emis_incong_target_acc_mean,emis_incong_target_acc_std,emis_incong_proxy_acc_mean,emis_incong_proxy_acc_std,emis_incong_text_bias_mean,emis_incong_text_bias_std
Whisper,2,L2,0.1,1381,77,0.4996,0.0215,0.4004,0.0107,0.6075,0.0109,0.0026,0.0051,0.4103,0.0413,0.0068,0.0079,-0.4034,0.0387
Whisper,2,L2,1.0,1381,77,0.4116,0.0327,0.3991,0.005,0.6088,0.005,0.0,0.0,0.3743,0.0514,0.0,0.0,-0.3743,0.0514
Whisper,2,L2,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,3,L3,0.0,1381,77,0.5762,0.0569,0.4031,0.0155,0.6048,0.0157,0.0436,0.0434,0.4513,0.0217,0.0342,0.0255,-0.4171,0.0263
Whisper,3,L3,0.01,1381,77,0.587,0.0493,0.4049,0.0048,0.603,0.0049,0.0461,0.0385,0.4368,0.0224,0.035,0.0311,-0.4017,0.0442
Whisper,3,L3,0.1,1381,77,0.5227,0.0164,0.3942,0.0055,0.6138,0.0056,0.0,0.0,0.4128,0.0238,0.0111,0.0103,-0.4017,0.0272
Whisper,3,L3,1.0,1381,77,0.4209,0.0229,0.3933,0.0095,0.6147,0.0096,0.0,0.0,0.3709,0.0264,0.0,0.0,-0.3709,0.0264
Whisper,3,L3,10.0,1381,77,0.2938,0.0534,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,4,L4,0.0,1381,77,0.6289,0.0423,0.4016,0.0126,0.6062,0.0128,0.0692,0.0723,0.4641,0.0267,0.0479,0.0422,-0.4162,0.044
Whisper,4,L4,0.01,1381,77,0.6527,0.0471,0.4054,0.0096,0.6024,0.0097,0.0385,0.0363,0.4795,0.0292,0.0376,0.0265,-0.4419,0.0475
Whisper,4,L4,0.1,1381,77,0.5271,0.0341,0.3926,0.0084,0.6154,0.0085,0.0026,0.0051,0.4239,0.0425,0.0094,0.0167,-0.4145,0.0445
Whisper,4,L4,1.0,1381,77,0.3762,0.0635,0.3944,0.0063,0.6136,0.0064,0.0,0.0,0.3735,0.036,0.0,0.0,-0.3735,0.036
Whisper,4,L4,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,5,L5,0.0,1381,77,0.6289,0.0711,0.4027,0.0108,0.6052,0.011,0.1641,0.1908,0.4735,0.0212,0.0735,0.0737,-0.4,0.0862
Whisper,5,L5,0.01,1381,77,0.6339,0.0686,0.4049,0.0105,0.6029,0.0106,0.0718,0.075,0.494,0.0283,0.0445,0.0441,-0.4496,0.0515
Whisper,5,L5,0.1,1381,77,0.5589,0.0404,0.4015,0.0065,0.6064,0.0066,0.0231,0.0462,0.4419,0.0567,0.0222,0.0332,-0.4197,0.0795
Whisper,5,L5,1.0,1381,77,0.3986,0.0406,0.3955,0.0056,0.6125,0.0057,0.0,0.0,0.3496,0.0265,0.0,0.0,-0.3496,0.0265
Whisper,5,L5,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,6,L6,0.0,1381,77,0.6809,0.0197,0.4161,0.0071,0.5916,0.0072,0.1795,0.1369,0.4692,0.0122,0.1102,0.0572,-0.359,0.0669
Whisper,6,L6,0.01,1381,77,0.6722,0.0254,0.4187,0.0095,0.589,0.0096,0.1974,0.1299,0.4581,0.0372,0.1308,0.0571,-0.3273,0.0926
Whisper,6,L6,0.1,1381,77,0.5213,0.0391,0.3946,0.0102,0.6134,0.0103,0.0,0.0,0.4957,0.0315,0.0026,0.0021,-0.4932,0.0325
Whisper,6,L6,1.0,1381,77,0.3133,0.0643,0.3966,0.0061,0.6114,0.0062,0.0,0.0,0.3624,0.0431,0.0,0.0,-0.3624,0.0431
Whisper,6,L6,10.0,1381,77,0.2678,0.0015,0.3944,0.0063,0.6136,0.0064,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,7,L7,0.0,1381,77,0.5856,0.0281,0.4007,0.0084,0.6072,0.0085,0.0051,0.0102,0.4607,0.0219,0.0239,0.0327,-0.4368,0.0457
Whisper,7,L7,0.01,1381,77,0.6202,0.0353,0.4141,0.0114,0.5936,0.0115,0.1077,0.0676,0.453,0.013,0.1077,0.0376,-0.3453,0.0441
Whisper,7,L7,0.1,1381,77,0.5249,0.0283,0.3982,0.0085,0.6097,0.0086,0.0,0.0,0.4333,0.0205,0.0,0.0,-0.4333,0.0205
Whisper,7,L7,1.0,1381,77,0.2779,0.0144,0.3976,0.0046,0.6103,0.0046,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,7,L7,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,8,L8,0.0,1381,77,0.5978,0.0645,0.4161,0.0149,0.5916,0.0151,0.0949,0.1149,0.4282,0.0415,0.0607,0.078,-0.3675,0.098
Whisper,8,L8,0.01,1381,77,0.6455,0.014,0.419,0.0083,0.5886,0.0084,0.0897,0.0344,0.4376,0.0221,0.0453,0.0168,-0.3923,0.0154
Whisper,8,L8,0.1,1381,77,0.5126,0.0255,0.3956,0.0063,0.6123,0.0064,0.0102,0.0096,0.3915,0.0268,0.0043,0.0047,-0.3872,0.0303
Whisper,8,L8,1.0,1381,77,0.2678,0.0015,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,8,L8,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,9,L9,0.0,1381,77,0.6231,0.0481,0.4109,0.0215,0.5969,0.0218,0.1154,0.059,0.4214,0.0214,0.0547,0.0318,-0.3667,0.0259
Whisper,9,L9,0.01,1381,77,0.6462,0.0512,0.419,0.0208,0.5886,0.0211,0.1641,0.0779,0.4231,0.0213,0.1111,0.0629,-0.312,0.0551
Whisper,9,L9,0.1,1381,77,0.5393,0.0471,0.3996,0.0101,0.6083,0.0103,0.041,0.0509,0.4077,0.0134,0.0291,0.0382,-0.3786,0.0424
Whisper,9,L9,1.0,1381,77,0.27,0.0042,0.3891,0.0066,0.6189,0.0067,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,9,L9,10.0,1381,77,0.2707,0.0072,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,10,L10,0.0,1381,77,0.6693,0.0705,0.4143,0.0082,0.5934,0.0084,0.1231,0.0723,0.4393,0.0194,0.0735,0.0536,-0.3658,0.0671
Whisper,10,L10,0.01,1381,77,0.7003,0.0357,0.411,0.0081,0.5967,0.0082,0.1128,0.0297,0.4316,0.0226,0.0547,0.0377,-0.3769,0.0563
Whisper,10,L10,0.1,1381,77,0.517,0.1296,0.4002,0.0096,0.6077,0.0098,0.0026,0.0051,0.4248,0.0481,0.0051,0.005,-0.4197,0.0469
Whisper,10,L10,1.0,1381,77,0.2743,0.0127,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,10,L10,10.0,1381,77,0.2671,0.0,0.3944,0.0063,0.6136,0.0064,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,11,L11,0.0,1381,77,0.7776,0.0157,0.4074,0.0095,0.6004,0.0097,0.1744,0.051,0.4368,0.0317,0.1077,0.0321,-0.329,0.0535
Whisper,11,L11,0.01,1381,77,0.7495,0.0124,0.4116,0.0086,0.5962,0.0087,0.1692,0.0804,0.3991,0.0266,0.1162,0.0415,-0.2829,0.0567
Whisper,11,L11,0.1,1381,77,0.6181,0.084,0.4078,0.0151,0.6,0.0153,0.0744,0.0926,0.4103,0.0327,0.0718,0.078,-0.3385,0.0983
Whisper,11,L11,1.0,1381,77,0.2751,0.0159,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3325,0.0017,0.0,0.0,-0.3325,0.0017
Whisper,11,L11,10.0,1381,77,0.2671,0.0,0.3904,0.0075,0.6176,0.0076,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,12,L12,0.0,1381,77,0.761,0.0186,0.4277,0.0129,0.5798,0.0131,0.4103,0.2074,0.3726,0.0424,0.259,0.1141,-0.1137,0.1474
Whisper,12,L12,0.01,1381,77,0.7596,0.0169,0.4239,0.0094,0.5837,0.0095,0.3051,0.0957,0.412,0.0306,0.1573,0.0358,-0.2547,0.0623
Whisper,12,L12,0.1,1381,77,0.5646,0.1328,0.4011,0.0098,0.6068,0.0099,0.1026,0.133,0.4291,0.0531,0.1,0.1227,-0.3291,0.1458
Whisper,12,L12,1.0,1381,77,0.2902,0.0298,0.3882,0.0068,0.6199,0.0069,0.1103,0.2205,0.294,0.0765,0.0812,0.1624,-0.2128,0.2389
Whisper,12,L12,10.0,1381,77,0.2671,0.0,0.3931,0.0084,0.6149,0.0085,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,13,L13,0.0,1381,77,0.7401,0.0309,0.4304,0.0082,0.577,0.0083,0.359,0.0778,0.3855,0.0212,0.1445,0.0544,-0.241,0.074
Whisper,13,L13,0.01,1381,77,0.748,0.0244,0.4228,0.0133,0.5848,0.0134,0.3667,0.1157,0.4077,0.0113,0.118,0.0578,-0.2897,0.0671
Whisper,13,L13,0.1,1381,77,0.4773,0.1712,0.3998,0.0053,0.6081,0.0054,0.0615,0.0879,0.4239,0.0858,0.0248,0.0413,-0.3991,0.0937
Whisper,13,L13,1.0,1381,77,0.2671,0.0,0.3862,0.0122,0.6219,0.0124,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,13,L13,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,14,L14,0.0,1381,77,0.7466,0.0178,0.4221,0.0122,0.5855,0.0124,0.3359,0.0558,0.4171,0.0287,0.0718,0.0281,-0.3453,0.0396
Whisper,14,L14,0.01,1381,77,0.7357,0.042,0.4224,0.0122,0.5851,0.0124,0.4692,0.1008,0.4146,0.0291,0.141,0.0474,-0.2735,0.0531
Whisper,14,L14,0.1,1381,77,0.5011,0.1215,0.4002,0.0088,0.6077,0.0089,0.0564,0.0542,0.4342,0.064,0.0111,0.0123,-0.4231,0.0562
Whisper,14,L14,1.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,14,L14,10.0,1381,77,0.2678,0.0015,0.3944,0.0063,0.6136,0.0064,0.0,0.0,0.3213,0.0239,0.0,0.0,-0.3213,0.0239
Whisper,15,L15,0.0,1381,77,0.7422,0.0184,0.4194,0.0133,0.5883,0.0135,0.2846,0.0709,0.4239,0.0391,0.0692,0.0343,-0.3547,0.0409
Whisper,15,L15,0.01,1381,77,0.7372,0.019,0.4315,0.0022,0.5759,0.0022,0.3667,0.0992,0.4256,0.0323,0.1274,0.0614,-0.2983,0.09
Whisper,15,L15,0.1,1381,77,0.5466,0.0269,0.3969,0.0054,0.611,0.0055,0.0461,0.031,0.5359,0.0327,0.0085,0.0072,-0.5273,0.0365
Whisper,15,L15,1.0,1381,77,0.2671,0.0,0.3944,0.0063,0.6136,0.0064,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,15,L15,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,16,L16,0.0,1381,77,0.7495,0.0236,0.4232,0.0076,0.5844,0.0078,0.3384,0.0809,0.3974,0.0218,0.0923,0.0364,-0.3051,0.0528
Whisper,16,L16,0.01,1381,77,0.7437,0.0166,0.4216,0.0072,0.586,0.0073,0.2615,0.0626,0.4188,0.0433,0.0624,0.0286,-0.3564,0.0484
Whisper,16,L16,0.1,1381,77,0.4231,0.1501,0.4025,0.0129,0.6053,0.013,0.0154,0.0249,0.4,0.0604,0.0026,0.0051,-0.3974,0.0573
Whisper,16,L16,1.0,1381,77,0.2686,0.0029,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,16,L16,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3325,0.0017,0.0,0.0,-0.3325,0.0017
Whisper,17,L17,0.0,1381,77,0.7401,0.0305,0.4208,0.0081,0.5868,0.0082,0.318,0.0357,0.435,0.0441,0.1026,0.0312,-0.3325,0.0726
Whisper,17,L17,0.01,1381,77,0.7357,0.009,0.4228,0.0089,0.5848,0.009,0.2,0.0741,0.4393,0.0271,0.0487,0.0251,-0.3906,0.0495
Whisper,17,L17,0.1,1381,77,0.3393,0.1119,0.4009,0.007,0.607,0.0071,0.0282,0.0564,0.3658,0.0549,0.006,0.012,-0.3598,0.0431
Whisper,17,L17,1.0,1381,77,0.2671,0.0,0.4029,0.0222,0.605,0.0225,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,17,L17,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,18,L18,0.0,1381,77,0.7314,0.0264,0.4268,0.0047,0.5807,0.0048,0.259,0.1231,0.4393,0.0215,0.0829,0.0523,-0.3564,0.0486
Whisper,18,L18,0.01,1381,77,0.7155,0.0154,0.4303,0.0119,0.5772,0.012,0.2949,0.1585,0.4265,0.0351,0.112,0.0881,-0.3145,0.1215
Whisper,18,L18,0.1,1381,77,0.2902,0.0315,0.3976,0.0046,0.6103,0.0046,0.0,0.0,0.3538,0.0253,0.0,0.0,-0.3538,0.0253
Whisper,18,L18,1.0,1381,77,0.2751,0.0159,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3239,0.0188,0.0,0.0,-0.3239,0.0188
Whisper,18,L18,10.0,1381,77,0.2671,0.0,0.3944,0.0063,0.6136,0.0064,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,19,L19,0.0,1381,77,0.7552,0.026,0.4391,0.0096,0.5683,0.0097,0.2564,0.0688,0.4316,0.0237,0.059,0.0283,-0.3726,0.0459
Whisper,19,L19,0.01,1381,77,0.7264,0.0284,0.441,0.0087,0.5664,0.0088,0.2898,0.0264,0.4325,0.0472,0.0701,0.0214,-0.3624,0.0563
Whisper,19,L19,0.1,1381,77,0.2714,0.0087,0.3976,0.0046,0.6103,0.0046,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,19,L19,1.0,1381,77,0.2671,0.0,0.3989,0.0101,0.609,0.0102,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,19,L19,10.0,1381,77,0.2671,0.0,0.3944,0.0063,0.6136,0.0064,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,20,L20,0.0,1381,77,0.7422,0.0138,0.4301,0.0068,0.5774,0.0069,0.3103,0.1217,0.4145,0.027,0.1205,0.0674,-0.294,0.0857
Whisper,20,L20,0.01,1381,77,0.7502,0.0237,0.4275,0.0118,0.58,0.0119,0.2872,0.086,0.4325,0.0288,0.1008,0.0292,-0.3316,0.0545
Whisper,20,L20,0.1,1381,77,0.2671,0.0,0.3976,0.0046,0.6103,0.0046,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,20,L20,1.0,1381,77,0.2671,0.0,0.3947,0.0068,0.6132,0.0069,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,20,L20,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,21,L21,0.0,1381,77,0.7639,0.0222,0.4312,0.0167,0.5763,0.0169,0.2974,0.103,0.4197,0.0244,0.1265,0.0716,-0.2932,0.0955
Whisper,21,L21,0.01,1381,77,0.7726,0.011,0.4362,0.0064,0.5712,0.0064,0.2795,0.0432,0.4316,0.0318,0.1077,0.0404,-0.3239,0.0711
Whisper,21,L21,0.1,1381,77,0.3379,0.1134,0.3987,0.0058,0.6092,0.0058,0.0282,0.0564,0.3521,0.0237,0.0051,0.0102,-0.347,0.0215
Whisper,21,L21,1.0,1381,77,0.27,0.0058,0.3944,0.0063,0.6136,0.0064,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,21,L21,10.0,1381,77,0.27,0.0058,0.394,0.0057,0.614,0.0058,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,22,L22,0.0,1381,77,0.7516,0.0356,0.4353,0.0108,0.5721,0.0109,0.2333,0.0767,0.4273,0.02,0.1316,0.0545,-0.2957,0.0588
Whisper,22,L22,0.01,1381,77,0.7668,0.0264,0.4236,0.0088,0.584,0.0089,0.2,0.033,0.4385,0.0155,0.1222,0.0332,-0.3162,0.0464
Whisper,22,L22,0.1,1381,77,0.4426,0.2156,0.4058,0.0216,0.602,0.0219,0.0897,0.11,0.3769,0.0538,0.0436,0.0534,-0.3333,0.0081
Whisper,22,L22,1.0,1381,77,0.2729,0.0116,0.3933,0.0086,0.6147,0.0087,0.0,0.0,0.347,0.0274,0.0,0.0,-0.347,0.0274
Whisper,22,L22,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,23,L23,0.0,1381,77,0.7704,0.0239,0.4199,0.0125,0.5877,0.0127,0.1692,0.0249,0.3957,0.0221,0.0692,0.0083,-0.3265,0.0251
Whisper,23,L23,0.01,1381,77,0.7653,0.0253,0.4225,0.0081,0.5852,0.0082,0.2102,0.0154,0.4162,0.0196,0.1094,0.014,-0.3068,0.0194
Whisper,23,L23,0.1,1381,77,0.4527,0.2276,0.4043,0.0179,0.6035,0.0182,0.0795,0.0995,0.3778,0.0547,0.0385,0.0513,-0.3393,0.0267
Whisper,23,L23,1.0,1381,77,0.2671,0.0,0.3956,0.0156,0.6123,0.0158,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,23,L23,10.0,1381,77,0.2671,0.0,0.3893,0.0067,0.6187,0.0068,0.0,0.0,0.3333,0.0,0.0,0.0,-0.3333,0.0
Whisper,24,L24,0.0,1381,77,0.9487,0.0101,0.4265,0.0104,0.5811,0.0105,0.4641,0.0469,0.4632,0.0238,0.212,0.0355,-0.2513,0.0382
Whisper,24,L24,0.01,1381,77,0.9466,0.0062,0.4324,0.0064,0.575,0.0065,0.4385,0.0424,0.4667,0.0158,0.1889,0.0136,-0.2778,0.0275
Whisper,24,L24,0.1,1381,77,0.9545,0.0126,0.4118,0.0161,0.596,0.0163,0.4872,0.1222,0.4333,0.0207,0.2231,0.0556,-0.2102,0.0582
Whisper,24,L24,1.0,1381,77,0.6448,0.0263,0.4031,0.0192,0.6048,0.0194,0.2564,0.1439,0.4504,0.0401,0.1325,0.0755,-0.318,0.1141
Whisper,24,L24,10.0,1381,77,0.3372,0.0356,0.3926,0.008,0.6154,0.0081,0.7795,0.3918,0.0786,0.1291,0.741,0.3841,0.6624,0.5126
